dataset,model,seed,iter,best_score,hyperparams
wind,COA-BiLSTM,123,89,0.7451,"{""hidden_dim"":242,""num_layers"":5,""learning_rate"":0.0004304672100000001,""dropout"":0.467}"
wind,COA-BiLSTM,123,90,0.7499,"{""hidden_dim"":244,""num_layers"":5,""learning_rate"":0.0003874204890000001,""dropout"":0.47000000000000003}"
wind,COA-BiLSTM,123,91,0.7535,"{""hidden_dim"":246,""num_layers"":5,""learning_rate"":0.0003874204890000001,""dropout"":0.47300000000000003}"
wind,COA-BiLSTM,123,92,0.7606,"{""hidden_dim"":248,""num_layers"":5,""learning_rate"":0.0003874204890000001,""dropout"":0.47600000000000003}"
wind,COA-BiLSTM,123,93,0.7684,"{""hidden_dim"":250,""num_layers"":5,""learning_rate"":0.0003874204890000001,""dropout"":0.47900000000000004}"
wind,COA-BiLSTM,123,94,0.7664,"{""hidden_dim"":252,""num_layers"":5,""learning_rate"":0.0003874204890000001,""dropout"":0.482}"
wind,COA-BiLSTM,123,95,0.7652,"{""hidden_dim"":254,""num_layers"":5,""learning_rate"":0.0003874204890000001,""dropout"":0.485}"
wind,COA-BiLSTM,123,96,0.7582,"{""hidden_dim"":256,""num_layers"":5,""learning_rate"":0.0003874204890000001,""dropout"":0.488}"
wind,COA-BiLSTM,123,97,0.7764,"{""hidden_dim"":258,""num_layers"":5,""learning_rate"":0.0003874204890000001,""dropout"":0.491}"
wind,COA-BiLSTM,123,98,0.7555,"{""hidden_dim"":260,""num_layers"":5,""learning_rate"":0.0003874204890000001,""dropout"":0.494}"
wind,COA-BiLSTM,123,99,0.762,"{""hidden_dim"":262,""num_layers"":5,""learning_rate"":0.0003874204890000001,""dropout"":0.497}"
wind,COA-BiLSTM,999,0,0.2452,"{""hidden_dim"":64,""num_layers"":2,""learning_rate"":0.001,""dropout"":0.2}"
wind,COA-BiLSTM,999,1,0.2873,"{""hidden_dim"":66,""num_layers"":2,""learning_rate"":0.001,""dropout"":0.203}"
wind,COA-BiLSTM,999,2,0.3105,"{""hidden_dim"":68,""num_layers"":2,""learning_rate"":0.001,""dropout"":0.20600000000000002}"
wind,COA-BiLSTM,999,3,0.326,"{""hidden_dim"":70,""num_layers"":2,""learning_rate"":0.001,""dropout"":0.20900000000000002}"
wind,COA-BiLSTM,999,4,0.3308,"{""hidden_dim"":72,""num_layers"":2,""learning_rate"":0.001,""dropout"":0.21200000000000002}"
wind,COA-BiLSTM,999,5,0.3673,"{""hidden_dim"":74,""num_layers"":2,""learning_rate"":0.001,""dropout"":0.21500000000000002}"
wind,COA-BiLSTM,999,6,0.3649,"{""hidden_dim"":76,""num_layers"":2,""learning_rate"":0.001,""dropout"":0.218}"
wind,COA-BiLSTM,999,7,0.376,"{""hidden_dim"":78,""num_layers"":2,""learning_rate"":0.001,""dropout"":0.221}"
wind,COA-BiLSTM,999,8,0.3819,"{""hidden_dim"":80,""num_layers"":2,""learning_rate"":0.001,""dropout"":0.224}"
wind,COA-BiLSTM,999,9,0.407,"{""hidden_dim"":82,""num_layers"":2,""learning_rate"":0.001,""dropout"":0.227}"
wind,COA-BiLSTM,999,10,0.3945,"{""hidden_dim"":84,""num_layers"":2,""learning_rate"":0.0009000000000000001,""dropout"":0.23}"
wind,COA-BiLSTM,999,11,0.4296,"{""hidden_dim"":86,""num_layers"":2,""learning_rate"":0.0009000000000000001,""dropout"":0.233}"
wind,COA-BiLSTM,999,12,0.4345,"{""hidden_dim"":88,""num_layers"":2,""learning_rate"":0.0009000000000000001,""dropout"":0.23600000000000002}"
wind,COA-BiLSTM,999,13,0.4464,"{""hidden_dim"":90,""num_layers"":2,""learning_rate"":0.0009000000000000001,""dropout"":0.23900000000000002}"
wind,COA-BiLSTM,999,14,0.4551,"{""hidden_dim"":92,""num_layers"":2,""learning_rate"":0.0009000000000000001,""dropout"":0.24200000000000002}"
wind,COA-BiLSTM,999,15,0.455,"{""hidden_dim"":94,""num_layers"":2,""learning_rate"":0.0009000000000000001,""dropout"":0.245}"
wind,COA-BiLSTM,999,16,0.4523,"{""hidden_dim"":96,""num_layers"":2,""learning_rate"":0.0009000000000000001,""dropout"":0.248}"
wind,COA-BiLSTM,999,17,0.4723,"{""hidden_dim"":98,""num_layers"":2,""learning_rate"":0.0009000000000000001,""dropout"":0.251}"
wind,COA-BiLSTM,999,18,0.4595,"{""hidden_dim"":100,""num_layers"":2,""learning_rate"":0.0009000000000000001,""dropout"":0.254}"
wind,COA-BiLSTM,999,19,0.4772,"{""hidden_dim"":102,""num_layers"":2,""learning_rate"":0.0009000000000000001,""dropout"":0.257}"
wind,COA-BiLSTM,999,20,0.4666,"{""hidden_dim"":104,""num_layers"":2,""learning_rate"":0.0008100000000000001,""dropout"":0.26}"
wind,COA-BiLSTM,999,21,0.4785,"{""hidden_dim"":106,""num_layers"":2,""learning_rate"":0.0008100000000000001,""dropout"":0.263}"
wind,COA-BiLSTM,999,22,0.488,"{""hidden_dim"":108,""num_layers"":2,""learning_rate"":0.0008100000000000001,""dropout"":0.266}"
wind,COA-BiLSTM,999,23,0.5014,"{""hidden_dim"":110,""num_layers"":2,""learning_rate"":0.0008100000000000001,""dropout"":0.269}"
wind,COA-BiLSTM,999,24,0.5074,"{""hidden_dim"":112,""num_layers"":2,""learning_rate"":0.0008100000000000001,""dropout"":0.272}"
wind,COA-BiLSTM,999,25,0.509,"{""hidden_dim"":114,""num_layers"":3,""learning_rate"":0.0008100000000000001,""dropout"":0.275}"
wind,COA-BiLSTM,999,26,0.5178,"{""hidden_dim"":116,""num_layers"":3,""learning_rate"":0.0008100000000000001,""dropout"":0.278}"
wind,COA-BiLSTM,999,27,0.5186,"{""hidden_dim"":118,""num_layers"":3,""learning_rate"":0.0008100000000000001,""dropout"":0.281}"
wind,COA-BiLSTM,999,28,0.5033,"{""hidden_dim"":120,""num_layers"":3,""learning_rate"":0.0008100000000000001,""dropout"":0.28400000000000003}"
wind,COA-BiLSTM,999,29,0.5264,"{""hidden_dim"":122,""num_layers"":3,""learning_rate"":0.0008100000000000001,""dropout"":0.28700000000000003}"
wind,COA-BiLSTM,999,30,0.5263,"{""hidden_dim"":124,""num_layers"":3,""learning_rate"":0.0007290000000000002,""dropout"":0.29000000000000004}"
wind,COA-BiLSTM,999,31,0.5356,"{""hidden_dim"":126,""num_layers"":3,""learning_rate"":0.0007290000000000002,""dropout"":0.29300000000000004}"
wind,COA-BiLSTM,999,32,0.5421,"{""hidden_dim"":128,""num_layers"":3,""learning_rate"":0.0007290000000000002,""dropout"":0.29600000000000004}"
wind,COA-BiLSTM,999,33,0.559,"{""hidden_dim"":130,""num_layers"":3,""learning_rate"":0.0007290000000000002,""dropout"":0.29900000000000004}"
wind,COA-BiLSTM,999,34,0.5305,"{""hidden_dim"":132,""num_layers"":3,""learning_rate"":0.0007290000000000002,""dropout"":0.30200000000000005}"
wind,COA-BiLSTM,999,35,0.5625,"{""hidden_dim"":134,""num_layers"":3,""learning_rate"":0.0007290000000000002,""dropout"":0.305}"
wind,COA-BiLSTM,999,36,0.5669,"{""hidden_dim"":136,""num_layers"":3,""learning_rate"":0.0007290000000000002,""dropout"":0.308}"
wind,COA-BiLSTM,999,37,0.5819,"{""hidden_dim"":138,""num_layers"":3,""learning_rate"":0.0007290000000000002,""dropout"":0.311}"
wind,COA-BiLSTM,999,38,0.5696,"{""hidden_dim"":140,""num_layers"":3,""learning_rate"":0.0007290000000000002,""dropout"":0.314}"
wind,COA-BiLSTM,999,39,0.5712,"{""hidden_dim"":142,""num_layers"":3,""learning_rate"":0.0007290000000000002,""dropout"":0.317}"
wind,COA-BiLSTM,999,40,0.57,"{""hidden_dim"":144,""num_layers"":3,""learning_rate"":0.0006561000000000001,""dropout"":0.32}"
wind,COA-BiLSTM,999,41,0.5684,"{""hidden_dim"":146,""num_layers"":3,""learning_rate"":0.0006561000000000001,""dropout"":0.323}"
wind,COA-BiLSTM,999,42,0.6038,"{""hidden_dim"":148,""num_layers"":3,""learning_rate"":0.0006561000000000001,""dropout"":0.326}"
wind,COA-BiLSTM,999,43,0.5967,"{""hidden_dim"":150,""num_layers"":3,""learning_rate"":0.0006561000000000001,""dropout"":0.329}"
wind,COA-BiLSTM,999,44,0.617,"{""hidden_dim"":152,""num_layers"":3,""learning_rate"":0.0006561000000000001,""dropout"":0.332}"
wind,COA-BiLSTM,999,45,0.6159,"{""hidden_dim"":154,""num_layers"":3,""learning_rate"":0.0006561000000000001,""dropout"":0.335}"
wind,COA-BiLSTM,999,46,0.6074,"{""hidden_dim"":156,""num_layers"":3,""learning_rate"":0.0006561000000000001,""dropout"":0.338}"
wind,COA-BiLSTM,999,47,0.6112,"{""hidden_dim"":158,""num_layers"":3,""learning_rate"":0.0006561000000000001,""dropout"":0.34099999999999997}"
wind,COA-BiLSTM,999,48,0.615,"{""hidden_dim"":160,""num_layers"":3,""learning_rate"":0.0006561000000000001,""dropout"":0.344}"
wind,COA-BiLSTM,999,49,0.6084,"{""hidden_dim"":162,""num_layers"":3,""learning_rate"":0.0006561000000000001,""dropout"":0.347}"
wind,COA-BiLSTM,999,50,0.6127,"{""hidden_dim"":164,""num_layers"":4,""learning_rate"":0.00059049,""dropout"":0.35}"
wind,COA-BiLSTM,999,51,0.6162,"{""hidden_dim"":166,""num_layers"":4,""learning_rate"":0.00059049,""dropout"":0.353}"
wind,COA-BiLSTM,999,52,0.6404,"{""hidden_dim"":168,""num_layers"":4,""learning_rate"":0.00059049,""dropout"":0.356}"
wind,COA-BiLSTM,999,53,0.6269,"{""hidden_dim"":170,""num_layers"":4,""learning_rate"":0.00059049,""dropout"":0.359}"
wind,COA-BiLSTM,999,54,0.6291,"{""hidden_dim"":172,""num_layers"":4,""learning_rate"":0.00059049,""dropout"":0.362}"
wind,COA-BiLSTM,999,55,0.6439,"{""hidden_dim"":174,""num_layers"":4,""learning_rate"":0.00059049,""dropout"":0.365}"
wind,COA-BiLSTM,999,56,0.6426,"{""hidden_dim"":176,""num_layers"":4,""learning_rate"":0.00059049,""dropout"":0.368}"
wind,COA-BiLSTM,999,57,0.6465,"{""hidden_dim"":178,""num_layers"":4,""learning_rate"":0.00059049,""dropout"":0.371}"
wind,COA-BiLSTM,999,58,0.6567,"{""hidden_dim"":180,""num_layers"":4,""learning_rate"":0.00059049,""dropout"":0.374}"
wind,COA-BiLSTM,999,59,0.6468,"{""hidden_dim"":182,""num_layers"":4,""learning_rate"":0.00059049,""dropout"":0.377}"
wind,COA-BiLSTM,999,60,0.6502,"{""hidden_dim"":184,""num_layers"":4,""learning_rate"":0.000531441,""dropout"":0.38}"
wind,COA-BiLSTM,999,61,0.641,"{""hidden_dim"":186,""num_layers"":4,""learning_rate"":0.000531441,""dropout"":0.383}"
wind,COA-BiLSTM,999,62,0.6705,"{""hidden_dim"":188,""num_layers"":4,""learning_rate"":0.000531441,""dropout"":0.386}"
wind,COA-BiLSTM,999,63,0.6683,"{""hidden_dim"":190,""num_layers"":4,""learning_rate"":0.000531441,""dropout"":0.389}"
wind,COA-BiLSTM,999,64,0.6887,"{""hidden_dim"":192,""num_layers"":4,""learning_rate"":0.000531441,""dropout"":0.392}"
wind,COA-BiLSTM,999,65,0.6828,"{""hidden_dim"":194,""num_layers"":4,""learning_rate"":0.000531441,""dropout"":0.395}"
wind,COA-BiLSTM,999,66,0.6981,"{""hidden_dim"":196,""num_layers"":4,""learning_rate"":0.000531441,""dropout"":0.398}"
wind,COA-BiLSTM,999,67,0.6854,"{""hidden_dim"":198,""num_layers"":4,""learning_rate"":0.000531441,""dropout"":0.401}"
wind,COA-BiLSTM,999,68,0.6878,"{""hidden_dim"":200,""num_layers"":4,""learning_rate"":0.000531441,""dropout"":0.404}"
wind,COA-BiLSTM,999,69,0.6931,"{""hidden_dim"":202,""num_layers"":4,""learning_rate"":0.000531441,""dropout"":0.40700000000000003}"
wind,COA-BiLSTM,999,70,0.6949,"{""hidden_dim"":204,""num_layers"":4,""learning_rate"":0.0004782969000000001,""dropout"":0.41000000000000003}"
wind,COA-BiLSTM,999,71,0.7017,"{""hidden_dim"":206,""num_layers"":4,""learning_rate"":0.0004782969000000001,""dropout"":0.41300000000000003}"
wind,COA-BiLSTM,999,72,0.6942,"{""hidden_dim"":208,""num_layers"":4,""learning_rate"":0.0004782969000000001,""dropout"":0.41600000000000004}"
wind,COA-BiLSTM,999,73,0.6938,"{""hidden_dim"":210,""num_layers"":4,""learning_rate"":0.0004782969000000001,""dropout"":0.41900000000000004}"
wind,COA-BiLSTM,999,74,0.7176,"{""hidden_dim"":212,""num_layers"":4,""learning_rate"":0.0004782969000000001,""dropout"":0.42200000000000004}"
wind,COA-BiLSTM,999,75,0.7123,"{""hidden_dim"":214,""num_layers"":5,""learning_rate"":0.0004782969000000001,""dropout"":0.425}"
wind,COA-BiLSTM,999,76,0.7111,"{""hidden_dim"":216,""num_layers"":5,""learning_rate"":0.0004782969000000001,""dropout"":0.428}"
wind,COA-BiLSTM,999,77,0.7169,"{""hidden_dim"":218,""num_layers"":5,""learning_rate"":0.0004782969000000001,""dropout"":0.431}"
wind,COA-BiLSTM,999,78,0.7185,"{""hidden_dim"":220,""num_layers"":5,""learning_rate"":0.0004782969000000001,""dropout"":0.434}"
wind,COA-BiLSTM,999,79,0.7396,"{""hidden_dim"":222,""num_layers"":5,""learning_rate"":0.0004782969000000001,""dropout"":0.437}"
wind,COA-BiLSTM,999,80,0.7275,"{""hidden_dim"":224,""num_layers"":5,""learning_rate"":0.0004304672100000001,""dropout"":0.44}"
wind,COA-BiLSTM,999,81,0.7186,"{""hidden_dim"":226,""num_layers"":5,""learning_rate"":0.0004304672100000001,""dropout"":0.443}"
wind,COA-BiLSTM,999,82,0.747,"{""hidden_dim"":228,""num_layers"":5,""learning_rate"":0.0004304672100000001,""dropout"":0.44599999999999995}"
wind,COA-BiLSTM,999,83,0.7445,"{""hidden_dim"":230,""num_layers"":5,""learning_rate"":0.0004304672100000001,""dropout"":0.44899999999999995}"
wind,COA-BiLSTM,999,84,0.7457,"{""hidden_dim"":232,""num_layers"":5,""learning_rate"":0.0004304672100000001,""dropout"":0.452}"
wind,COA-BiLSTM,999,85,0.7379,"{""hidden_dim"":234,""num_layers"":5,""learning_rate"":0.0004304672100000001,""dropout"":0.455}"
wind,COA-BiLSTM,999,86,0.7356,"{""hidden_dim"":236,""num_layers"":5,""learning_rate"":0.0004304672100000001,""dropout"":0.458}"
wind,COA-BiLSTM,999,87,0.7269,"{""hidden_dim"":238,""num_layers"":5,""learning_rate"":0.0004304672100000001,""dropout"":0.461}"
wind,COA-BiLSTM,999,88,0.7428,"{""hidden_dim"":240,""num_layers"":5,""learning_rate"":0.0004304672100000001,""dropout"":0.464}"
wind,COA-BiLSTM,999,89,0.7421,"{""hidden_dim"":242,""num_layers"":5,""learning_rate"":0.0004304672100000001,""dropout"":0.467}"
wind,COA-BiLSTM,999,90,0.7653,"{""hidden_dim"":244,""num_layers"":5,""learning_rate"":0.0003874204890000001,""dropout"":0.47000000000000003}"
wind,COA-BiLSTM,999,91,0.7636,"{""hidden_dim"":246,""num_layers"":5,""learning_rate"":0.0003874204890000001,""dropout"":0.47300000000000003}"
wind,COA-BiLSTM,999,92,0.7579,"{""hidden_dim"":248,""num_layers"":5,""learning_rate"":0.0003874204890000001,""dropout"":0.47600000000000003}"
wind,COA-BiLSTM,999,93,0.7822,"{""hidden_dim"":250,""num_layers"":5,""learning_rate"":0.0003874204890000001,""dropout"":0.47900000000000004}"
wind,COA-BiLSTM,999,94,0.7727,"{""hidden_dim"":252,""num_layers"":5,""learning_rate"":0.0003874204890000001,""dropout"":0.482}"
wind,COA-BiLSTM,999,95,0.772,"{""hidden_dim"":254,""num_layers"":5,""learning_rate"":0.0003874204890000001,""dropout"":0.485}"
wind,COA-BiLSTM,999,96,0.7524,"{""hidden_dim"":256,""num_layers"":5,""learning_rate"":0.0003874204890000001,""dropout"":0.488}"
wind,COA-BiLSTM,999,97,0.7734,"{""hidden_dim"":258,""num_layers"":5,""learning_rate"":0.0003874204890000001,""dropout"":0.491}"
wind,COA-BiLSTM,999,98,0.7784,"{""hidden_dim"":260,""num_layers"":5,""learning_rate"":0.0003874204890000001,""dropout"":0.494}"
wind,COA-BiLSTM,999,99,0.8002,"{""hidden_dim"":262,""num_layers"":5,""learning_rate"":0.0003874204890000001,""dropout"":0.497}"
wind,BWO-SVR,42,0,0.2259,"{""C"":1.0,""epsilon"":0.1,""gamma"":""scale"",""kernel"":""rbf""}"
wind,BWO-SVR,42,1,0.2764,"{""C"":1.1,""epsilon"":0.095,""gamma"":""scale"",""kernel"":""rbf""}"
wind,BWO-SVR,42,2,0.3028,"{""C"":1.2,""epsilon"":0.09025,""gamma"":""scale"",""kernel"":""rbf""}"
wind,BWO-SVR,42,3,0.3193,"{""C"":1.3,""epsilon"":0.0857375,""gamma"":""scale"",""kernel"":""rbf""}"
wind,BWO-SVR,42,4,0.3273,"{""C"":1.4,""epsilon"":0.081450625,""gamma"":""scale"",""kernel"":""rbf""}"
wind,BWO-SVR,42,5,0.3348,"{""C"":1.5,""epsilon"":0.07737809374999999,""gamma"":""scale"",""kernel"":""rbf""}"
wind,BWO-SVR,42,6,0.3629,"{""C"":1.6,""epsilon"":0.07350918906249998,""gamma"":""scale"",""kernel"":""rbf""}"
wind,BWO-SVR,42,7,0.3624,"{""C"":1.7000000000000002,""epsilon"":0.06983372960937498,""gamma"":""scale"",""kernel"":""rbf""}"
wind,BWO-SVR,42,8,0.374,"{""C"":1.8,""epsilon"":0.06634204312890622,""gamma"":""scale"",""kernel"":""rbf""}"
wind,BWO-SVR,42,9,0.3718,"{""C"":1.9,""epsilon"":0.0630249409724609,""gamma"":""scale"",""kernel"":""rbf""}"
wind,BWO-SVR,42,10,0.4062,"{""C"":2.0,""epsilon"":0.05987369392383787,""gamma"":""scale"",""kernel"":""rbf""}"
wind,BWO-SVR,42,11,0.3741,"{""C"":2.1,""epsilon"":0.05688000922764597,""gamma"":""scale"",""kernel"":""rbf""}"
wind,BWO-SVR,42,12,0.3948,"{""C"":2.2,""epsilon"":0.05403600876626367,""gamma"":""scale"",""kernel"":""rbf""}"
wind,BWO-SVR,42,13,0.4256,"{""C"":2.3,""epsilon"":0.051334208327950485,""gamma"":""scale"",""kernel"":""rbf""}"
wind,BWO-SVR,42,14,0.4079,"{""C"":2.4000000000000004,""epsilon"":0.04876749791155296,""gamma"":""scale"",""kernel"":""rbf""}"
wind,BWO-SVR,42,15,0.4409,"{""C"":2.5,""epsilon"":0.046329123015975304,""gamma"":""scale"",""kernel"":""rbf""}"
wind,BWO-SVR,42,16,0.4385,"{""C"":2.6,""epsilon"":0.04401266686517654,""gamma"":""scale"",""kernel"":""rbf""}"
wind,BWO-SVR,42,17,0.418,"{""C"":2.7,""epsilon"":0.04181203352191771,""gamma"":""scale"",""kernel"":""rbf""}"
wind,BWO-SVR,42,18,0.4535,"{""C"":2.8,""epsilon"":0.039721431845821824,""gamma"":""scale"",""kernel"":""rbf""}"
wind,BWO-SVR,42,19,0.4446,"{""C"":2.9000000000000004,""epsilon"":0.03773536025353073,""gamma"":""scale"",""kernel"":""rbf""}"
wind,BWO-SVR,42,20,0.4593,"{""C"":3.0,""epsilon"":0.03584859224085419,""gamma"":""scale"",""kernel"":""rbf""}"
wind,BWO-SVR,42,21,0.4591,"{""C"":3.1,""epsilon"":0.03405616262881148,""gamma"":""scale"",""kernel"":""rbf""}"
wind,BWO-SVR,42,22,0.4722,"{""C"":3.2,""epsilon"":0.0323533544973709,""gamma"":""scale"",""kernel"":""rbf""}"
wind,BWO-SVR,42,23,0.4834,"{""C"":3.3000000000000003,""epsilon"":0.03073568677250236,""gamma"":""scale"",""kernel"":""rbf""}"
wind,BWO-SVR,42,24,0.4806,"{""C"":3.4000000000000004,""epsilon"":0.02919890243387724,""gamma"":""scale"",""kernel"":""rbf""}"
wind,BWO-SVR,42,25,0.4728,"{""C"":3.5,""epsilon"":0.027738957312183378,""gamma"":""scale"",""kernel"":""rbf""}"
wind,BWO-SVR,42,26,0.469,"{""C"":3.6,""epsilon"":0.026352009446574204,""gamma"":""scale"",""kernel"":""rbf""}"
wind,BWO-SVR,42,27,0.51,"{""C"":3.7,""epsilon"":0.025034408974245494,""gamma"":""scale"",""kernel"":""rbf""}"
wind,BWO-SVR,42,28,0.4911,"{""C"":3.8000000000000003,""epsilon"":0.023782688525533217,""gamma"":""scale"",""kernel"":""rbf""}"
wind,BWO-SVR,42,29,0.4931,"{""C"":3.9000000000000004,""epsilon"":0.022593554099256556,""gamma"":""scale"",""kernel"":""rbf""}"
wind,BWO-SVR,42,30,0.5048,"{""C"":4.0,""epsilon"":0.02146387639429373,""gamma"":""scale"",""kernel"":""rbf""}"
wind,BWO-SVR,42,31,0.4986,"{""C"":4.1,""epsilon"":0.02039068257457904,""gamma"":""scale"",""kernel"":""rbf""}"
wind,BWO-SVR,42,32,0.5475,"{""C"":4.2,""epsilon"":0.019371148445850087,""gamma"":""scale"",""kernel"":""rbf""}"
wind,BWO-SVR,42,33,0.5159,"{""C"":4.300000000000001,""epsilon"":0.018402591023557582,""gamma"":""scale"",""kernel"":""rbf""}"
wind,BWO-SVR,42,34,0.5213,"{""C"":4.4,""epsilon"":0.017482461472379703,""gamma"":""scale"",""kernel"":""rbf""}"
wind,BWO-SVR,42,35,0.5408,"{""C"":4.5,""epsilon"":0.016608338398760716,""gamma"":""scale"",""kernel"":""rbf""}"
wind,BWO-SVR,42,36,0.5377,"{""C"":4.6,""epsilon"":0.01577792147882268,""gamma"":""scale"",""kernel"":""rbf""}"
wind,BWO-SVR,42,37,0.5417,"{""C"":4.7,""epsilon"":0.014989025404881546,""gamma"":""scale"",""kernel"":""rbf""}"
wind,BWO-SVR,42,38,0.5643,"{""C"":4.800000000000001,""epsilon"":0.014239574134637467,""gamma"":""scale"",""kernel"":""rbf""}"
wind,BWO-SVR,42,39,0.5592,"{""C"":4.9,""epsilon"":0.013527595427905593,""gamma"":""scale"",""kernel"":""rbf""}"
wind,BWO-SVR,42,40,0.5456,"{""C"":5.0,""epsilon"":0.012851215656510312,""gamma"":""scale"",""kernel"":""rbf""}"
wind,BWO-SVR,42,41,0.5692,"{""C"":5.1000000000000005,""epsilon"":0.012208654873684797,""gamma"":""scale"",""kernel"":""rbf""}"
wind,BWO-SVR,42,42,0.553,"{""C"":5.2,""epsilon"":0.011598222130000557,""gamma"":""scale"",""kernel"":""rbf""}"
wind,BWO-SVR,42,43,0.5684,"{""C"":5.3,""epsilon"":0.011018311023500529,""gamma"":""scale"",""kernel"":""rbf""}"
wind,BWO-SVR,42,44,0.5647,"{""C"":5.4,""epsilon"":0.010467395472325502,""gamma"":""scale"",""kernel"":""rbf""}"
wind,BWO-SVR,42,45,0.5916,"{""C"":5.5,""epsilon"":0.009944025698709225,""gamma"":""scale"",""kernel"":""rbf""}"
wind,BWO-SVR,42,46,0.5735,"{""C"":5.6000000000000005,""epsilon"":0.009446824413773765,""gamma"":""scale"",""kernel"":""rbf""}"
wind,BWO-SVR,42,47,0.5697,"{""C"":5.7,""epsilon"":0.008974483193085076,""gamma"":""scale"",""kernel"":""rbf""}"
wind,BWO-SVR,42,48,0.5904,"{""C"":5.800000000000001,""epsilon"":0.00852575903343082,""gamma"":""scale"",""kernel"":""rbf""}"
wind,BWO-SVR,42,49,0.6004,"{""C"":5.9,""epsilon"":0.00809947108175928,""gamma"":""scale"",""kernel"":""rbf""}"
wind,BWO-SVR,42,50,0.5958,"{""C"":6.0,""epsilon"":0.007694497527671315,""gamma"":""scale"",""kernel"":""rbf""}"
wind,BWO-SVR,42,51,0.6062,"{""C"":6.1000000000000005,""epsilon"":0.007309772651287749,""gamma"":""scale"",""kernel"":""rbf""}"
wind,BWO-SVR,42,52,0.6127,"{""C"":6.2,""epsilon"":0.006944284018723362,""gamma"":""scale"",""kernel"":""rbf""}"
wind,BWO-SVR,42,53,0.6081,"{""C"":6.300000000000001,""epsilon"":0.0065970698177871935,""gamma"":""scale"",""kernel"":""rbf""}"
wind,BWO-SVR,42,54,0.6189,"{""C"":6.4,""epsilon"":0.006267216326897833,""gamma"":""scale"",""kernel"":""rbf""}"
wind,BWO-SVR,42,55,0.5872,"{""C"":6.5,""epsilon"":0.005953855510552941,""gamma"":""scale"",""kernel"":""rbf""}"
wind,BWO-SVR,42,56,0.612,"{""C"":6.6000000000000005,""epsilon"":0.005656162735025293,""gamma"":""scale"",""kernel"":""rbf""}"
wind,BWO-SVR,42,57,0.6286,"{""C"":6.7,""epsilon"":0.005373354598274029,""gamma"":""scale"",""kernel"":""rbf""}"
wind,BWO-SVR,42,58,0.5906,"{""C"":6.800000000000001,""epsilon"":0.005104686868360327,""gamma"":""scale"",""kernel"":""rbf""}"
wind,BWO-SVR,42,59,0.6332,"{""C"":6.9,""epsilon"":0.004849452524942311,""gamma"":""scale"",""kernel"":""rbf""}"
